Date	Temperatur Sensor 1 [ °C]	Temperatur Sensor 2 [ °C]	Temperatur Sensor 3 [ °C]	Temperatur Sensor 4 [ °C]	Drehzahl Pumpe 1 [ %]	Drehzahl Pumpe 2 [ %]	Relaismaske	Fehlermaske	Systemzeit	Schema	Option Kollektor Max.	Option Kollektor Min.	Option Kollektor Frost	Option Röhrenkollektor	Option Rückkühlung	Option WMZ	Betriebsstunden Relais 1	Betriebsstunden Relais 2	Wärmemenge [ Wh]	Version	
17.5.2011 22:18:05	12,2	48,9	55,4	18,5	0	0	0	0	22:21	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:19:06	12,1	48,9	55,4	18,6	0	0	0	0	22:22	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:20:08	12,0	48,9	55,4	18,5	0	0	0	0	22:23	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:21:09	12,0	48,8	55,3	18,5	0	0	0	0	22:24	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:22:10	11,9	48,8	55,3	18,5	0	0	0	0	22:25	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:23:11	11,8	48,7	55,3	18,5	0	0	0	0	22:26	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:24:12	11,8	48,8	55,2	18,5	0	0	0	0	22:27	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:25:14	11,8	48,7	55,2	18,5	0	0	0	0	22:28	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:26:15	11,7	48,7	55,1	18,5	0	0	0	0	22:29	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:27:17	11,6	48,6	55,1	18,5	0	0	0	0	22:30	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:28:18	11,5	48,6	55,1	18,5	0	0	0	0	22:31	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:29:20	11,4	48,7	55,0	18,5	0	0	0	0	22:32	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:30:20	11,4	48,6	55,0	18,5	0	0	0	0	22:33	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:31:22	11,4	48,6	55,0	18,5	0	0	0	0	22:34	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:32:23	11,3	48,6	55,0	18,5	0	0	0	0	22:35	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:33:24	11,3	48,6	54,9	18,5	0	0	0	0	22:36	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:34:25	11,2	48,6	54,8	18,5	0	0	0	0	22:37	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:35:26	11,2	48,5	54,8	18,5	0	0	0	0	22:38	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:36:28	11,1	48,5	54,8	18,4	0	0	0	0	22:39	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:37:28	11,0	48,5	54,8	18,4	0	0	0	0	22:40	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:38:30	11,0	48,5	54,8	18,4	0	0	0	0	22:41	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:39:31	10,9	48,5	54,7	18,4	0	0	0	0	22:42	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:40:33	10,9	48,4	54,7	18,4	0	0	0	0	22:43	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:41:33	10,8	48,4	54,7	18,4	0	0	0	0	22:44	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:42:35	10,8	48,4	54,7	18,4	0	0	0	0	22:45	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:43:36	10,7	48,4	54,6	18,4	0	0	0	0	22:46	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:44:38	10,7	48,4	54,6	18,4	0	0	0	0	22:47	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:45:38	10,6	48,4	54,6	18,4	0	0	0	0	22:48	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:46:39	10,6	48,4	54,6	18,4	0	0	0	0	22:49	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:47:41	10,5	48,4	54,5	18,4	0	0	0	0	22:50	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:48:42	10,4	48,4	54,5	18,4	0	0	0	0	22:52	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:49:43	10,4	48,4	54,5	18,4	0	0	0	0	22:53	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:50:44	10,4	48,3	54,5	18,4	0	0	0	0	22:54	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:51:46	10,4	48,3	54,5	18,4	0	0	0	0	22:55	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:52:47	10,3	48,3	54,5	18,3	0	0	0	0	22:56	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:53:48	10,3	48,3	54,5	18,3	0	0	0	0	22:57	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:54:49	10,2	48,3	54,5	18,3	0	0	0	0	22:58	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:55:51	10,1	48,3	54,4	18,3	0	0	0	0	22:59	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:56:52	10,1	48,3	54,4	18,3	0	0	0	0	23:00	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:57:53	10,0	48,3	54,4	18,3	0	0	0	0	23:01	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:58:54	10,0	48,1	54,4	18,3	0	0	0	0	23:02	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 22:59:56	10,0	48,1	54,4	18,3	0	0	0	0	23:03	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:00:57	10,0	48,1	54,3	18,3	0	0	0	0	23:04	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:01:57	9,9	48,1	54,3	18,3	0	0	0	0	23:05	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:02:59	9,8	48,1	54,3	18,2	0	0	0	0	23:06	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:04:00	9,8	48,1	54,3	18,2	0	0	0	0	23:07	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:05:02	9,8	48,1	54,3	18,2	0	0	0	0	23:08	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:06:02	9,7	48,1	54,2	18,2	0	0	0	0	23:09	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:07:04	9,7	48,1	54,2	18,2	0	0	0	0	23:10	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:08:05	9,6	48,0	54,2	18,2	0	0	0	0	23:11	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:09:07	9,6	47,9	54,2	18,2	0	0	0	0	23:12	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:10:07	9,5	47,9	54,1	18,2	0	0	0	0	23:13	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:11:09	9,5	47,8	54,1	18,2	0	0	0	0	23:14	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:12:10	9,5	47,7	54,1	18,2	0	0	0	0	23:15	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:13:12	9,5	47,7	54,1	18,2	0	0	0	0	23:16	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:14:12	9,5	47,6	54,1	18,2	0	0	0	0	23:17	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:15:13	9,4	47,6	54,0	18,2	0	0	0	0	23:18	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:16:15	9,4	47,5	54,0	18,1	0	0	0	0	23:19	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:17:15	9,3	47,5	54,0	18,2	0	0	0	0	23:20	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:18:17	9,3	47,5	54,0	18,1	0	0	0	0	23:21	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:19:18	9,2	47,4	54,0	18,1	0	0	0	0	23:22	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:20:20	9,2	47,4	54,0	18,1	0	0	0	0	23:23	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:21:20	9,2	47,4	53,9	18,1	0	0	0	0	23:24	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:22:22	9,2	47,3	53,9	18,1	0	0	0	0	23:25	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:23:23	9,1	47,3	53,9	18,1	0	0	0	0	23:26	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:24:25	9,1	47,3	53,9	18,0	0	0	0	0	23:27	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:25:25	9,1	47,3	53,8	18,0	0	0	0	0	23:28	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:26:27	9,0	47,2	53,8	18,1	0	0	0	0	23:29	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:27:28	9,0	47,2	53,8	18,1	0	0	0	0	23:30	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:28:30	8,9	47,1	53,7	18,0	0	0	0	0	23:31	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:29:30	8,9	47,1	53,7	18,0	0	0	0	0	23:32	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:30:31	8,8	47,0	53,7	18,0	0	0	0	0	23:33	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:31:33	8,8	47,0	53,7	18,0	0	0	0	0	23:34	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:32:34	8,8	46,9	53,7	18,0	0	0	0	0	23:35	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:33:35	8,8	46,8	53,6	18,0	0	0	0	0	23:36	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:34:36	8,7	46,8	53,6	18,0	0	0	0	0	23:37	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:35:38	8,7	46,8	53,6	18,0	0	0	0	0	23:38	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:36:39	8,7	46,8	53,6	18,0	0	0	0	0	23:39	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:37:40	8,7	46,7	53,6	18,0	0	0	0	0	23:40	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:38:41	8,7	46,7	53,6	18,0	0	0	0	0	23:41	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:39:43	8,6	46,6	53,6	18,0	0	0	0	0	23:43	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:40:43	8,6	46,6	53,6	17,9	0	0	0	0	23:44	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:41:45	8,5	46,6	53,6	17,9	0	0	0	0	23:45	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:42:46	8,5	46,5	53,6	18,0	0	0	0	0	23:46	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:43:48	8,5	46,5	53,4	17,9	0	0	0	0	23:47	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:44:48	8,5	46,4	53,4	17,9	0	0	0	0	23:48	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:45:49	8,4	46,4	53,3	17,9	0	0	0	0	23:49	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:46:51	8,4	46,4	53,3	17,9	0	0	0	0	23:50	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:47:52	8,4	46,4	53,3	17,9	0	0	0	0	23:51	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:48:53	8,3	46,4	53,3	17,9	0	0	0	0	23:52	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:49:54	8,3	46,4	53,3	17,9	0	0	0	0	23:53	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:50:56	8,3	46,4	53,3	17,9	0	0	0	0	23:54	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:51:57	8,3	46,4	53,3	17,9	0	0	0	0	23:55	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:52:58	8,3	46,4	53,3	17,9	0	0	0	0	23:56	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:53:59	8,2	46,4	53,3	17,9	0	0	0	0	23:57	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:55:01	8,2	46,4	53,3	17,9	0	0	0	0	23:58	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:56:02	8,2	46,4	53,3	17,9	0	0	0	0	23:59	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:57:03	8,2	46,3	53,3	17,9	0	0	0	0	00:00	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:58:04	8,2	46,3	53,3	17,9	0	0	0	0	00:01	3	0	0	0	0	0	1	779	71	1483648	1,00	
17.5.2011 23:59:05	8,1	46,3	53,3	17,9	0	0	0	0	00:02	3	0	0	0	0	0	1	779	71	1483648	1,00	
