	VBus #0: DeltaSol BS Plus (0x4221)																				
20.5.2022 0:22:00	16,2	52,9	60,8	23,6	0	0	0	0	00:28	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:23:00	16,3	52,9	60,9	23,7	0	0	0	0	00:29	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:24:00	16,4	52,9	60,8	23,7	0	0	0	0	00:30	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:25:00	16,4	52,9	60,8	23,7	0	0	0	0	00:31	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:26:00	16,4	52,8	60,8	23,7	0	0	0	0	00:32	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:27:00	16,4	52,8	60,8	23,7	0	0	0	0	00:33	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:28:00	16,4	52,8	60,8	23,7	0	0	0	0	00:34	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:29:00	16,5	52,8	60,8	23,6	0	0	0	0	00:35	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:30:00	16,5	52,8	60,8	23,7	0	0	0	0	00:36	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:31:00	16,5	52,8	60,8	23,7	0	0	0	0	00:37	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:32:00	16,6	52,8	60,8	23,7	0	0	0	0	00:38	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:33:00	16,6	52,8	60,8	23,7	0	0	0	0	00:39	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:34:00	16,7	52,8	60,8	23,7	0	0	0	0	00:40	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:35:00	16,6	52,8	60,8	23,7	0	0	0	0	00:41	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:36:00	16,7	52,8	60,8	23,7	0	0	0	0	00:42	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:37:00	16,7	52,8	60,8	23,7	0	0	0	0	00:43	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:38:00	16,8	52,8	60,8	23,7	0	0	0	0	00:44	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:39:00	16,8	52,8	60,8	23,7	0	0	0	0	00:45	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:40:00	16,9	52,8	60,8	23,7	0	0	0	0	00:46	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:41:00	16,9	52,7	60,8	23,7	0	0	0	0	00:47	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:42:00	16,9	52,7	60,8	23,7	0	0	0	0	00:48	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:43:00	16,9	52,7	60,8	23,7	0	0	0	0	00:49	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:44:00	16,9	52,7	60,8	23,7	0	0	0	0	00:50	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:45:00	16,9	52,8	60,8	23,7	0	0	0	0	00:51	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:46:00	16,9	52,7	60,7	23,7	0	0	0	0	00:52	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:47:00	16,9	52,8	60,7	23,7	0	0	0	0	00:53	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:48:00	17,0	52,7	60,7	23,7	0	0	0	0	00:54	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:49:00	17,0	52,7	60,7	23,7	0	0	0	0	00:55	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:50:00	17,0	52,7	60,7	23,7	0	0	0	0	00:56	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:51:00	17,0	52,7	60,7	23,7	0	0	0	0	00:57	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:52:00	17,1	52,7	60,7	23,6	0	0	0	0	00:58	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:53:00	17,2	52,6	60,7	23,7	0	0	0	0	00:59	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:54:00	17,2	52,7	60,7	23,7	0	0	0	0	01:00	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:55:00	17,2	52,7	60,7	23,7	0	0	0	0	01:01	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:56:00	17,3	52,7	60,7	23,6	0	0	0	0	01:02	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:57:00	17,3	52,6	60,7	23,7	0	0	0	0	01:03	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:58:00	17,3	52,6	60,7	23,7	0	0	0	0	01:04	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 0:59:00	17,3	52,6	60,7	23,7	0	0	0	0	01:05	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:00:00	17,4	52,6	60,7	23,6	0	0	0	0	01:06	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:01:00	17,4	52,6	60,7	23,6	0	0	0	0	01:07	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:02:00	17,4	52,6	60,6	23,7	0	0	0	0	01:08	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:03:00	17,4	52,6	60,6	23,7	0	0	0	0	01:09	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:04:00	17,4	52,6	60,6	23,7	0	0	0	0	01:10	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:05:00	17,4	52,6	60,6	23,7	0	0	0	0	01:11	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:06:00	17,5	52,6	60,6	23,6	0	0	0	0	01:12	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:07:00	17,5	52,6	60,6	23,7	0	0	0	0	01:13	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:08:00	17,5	52,6	60,6	23,7	0	0	0	0	01:14	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:09:00	17,5	52,6	60,6	23,7	0	0	0	0	01:15	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:10:00	17,5	52,6	60,6	23,7	0	0	0	0	01:16	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:11:00	17,5	52,6	60,6	23,6	0	0	0	0	01:17	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:12:00	17,5	52,6	60,6	23,7	0	0	0	0	01:18	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:13:00	17,5	52,6	60,6	23,6	0	0	0	0	01:19	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:14:00	17,5	52,6	60,6	23,6	0	0	0	0	01:20	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:15:00	17,5	52,6	60,6	23,6	0	0	0	0	01:21	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:16:00	17,5	52,6	60,6	23,6	0	0	0	0	01:22	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:17:00	17,5	52,6	60,5	23,6	0	0	0	0	01:23	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:18:00	17,5	52,6	60,6	23,6	0	0	0	0	01:24	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:19:00	17,5	52,6	60,5	23,7	0	0	0	0	01:25	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:20:00	17,5	52,5	60,5	23,6	0	0	0	0	01:26	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:21:00	17,5	52,5	60,5	23,6	0	0	0	0	01:27	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:22:00	17,6	52,6	60,5	23,6	0	0	0	0	01:28	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:23:00	17,6	52,6	60,5	23,6	0	0	0	0	01:29	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:24:00	17,6	52,6	60,5	23,7	0	0	0	0	01:30	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:25:00	17,6	52,5	60,5	23,6	0	0	0	0	01:31	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:26:00	17,7	52,5	60,5	23,6	0	0	0	0	01:32	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:27:00	17,7	52,5	60,4	23,7	0	0	0	0	01:33	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:28:00	17,7	52,5	60,4	23,6	0	0	0	0	01:34	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:29:00	17,7	52,5	60,5	23,6	0	0	0	0	01:35	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:30:00	17,7	52,5	60,5	23,7	0	0	0	0	01:36	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:31:00	17,8	52,5	60,5	23,6	0	0	0	0	01:37	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:32:00	17,8	52,5	60,5	23,7	0	0	0	0	01:38	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:33:00	17,8	52,5	60,4	23,7	0	0	0	0	01:39	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:34:00	17,8	52,5	60,4	23,6	0	0	0	0	01:40	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:35:00	17,9	52,5	60,5	23,6	0	0	0	0	01:41	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:36:00	17,9	52,5	60,4	23,6	0	0	0	0	01:42	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:37:00	17,9	52,5	60,4	23,6	0	0	0	0	01:43	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:38:00	17,9	52,5	60,4	23,6	0	0	0	0	01:44	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:39:00	17,9	52,5	60,4	23,6	0	0	0	0	01:45	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:40:00	17,9	52,4	60,5	23,6	0	0	0	0	01:46	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:41:00	18,0	52,5	60,4	23,6	0	0	0	0	01:47	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:42:00	18,0	52,4	60,4	23,6	0	0	0	0	01:48	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:43:00	18,0	52,5	60,4	23,6	0	0	0	0	01:49	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:44:00	18,0	52,4	60,4	23,6	0	0	0	0	01:50	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:45:00	18,0	52,4	60,4	23,6	0	0	0	0	01:51	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:46:00	18,0	52,4	60,4	23,7	0	0	0	0	01:52	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:47:00	18,0	52,4	60,4	23,6	0	0	0	0	01:53	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:48:00	18,0	52,4	60,4	23,7	0	0	0	0	01:54	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:49:00	18,0	52,4	60,4	23,6	0	0	0	0	01:55	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:50:00	18,0	52,4	60,4	23,6	0	0	0	0	01:56	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:51:00	18,0	52,4	60,4	23,6	0	0	0	0	01:57	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:52:00	18,0	52,4	60,4	23,6	0	0	0	0	01:58	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:53:00	18,0	52,4	60,4	23,6	0	0	0	0	01:59	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:54:00	18,0	52,4	60,4	23,6	0	0	0	0	02:00	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:55:00	18,0	52,4	60,4	23,6	0	0	0	0	02:01	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:56:00	18,0	52,4	60,4	23,6	0	0	0	0	02:02	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:57:00	18,0	52,4	60,4	23,7	0	0	0	0	02:03	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:58:00	18,0	52,4	60,4	23,6	0	0	0	0	02:04	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 1:59:00	18,0	52,4	60,3	23,6	0	0	0	0	02:05	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:00:00	18,0	52,4	60,3	23,6	0	0	0	0	02:06	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:01:00	18,0	52,4	60,3	23,6	0	0	0	0	02:07	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:02:00	18,0	52,4	60,3	23,6	0	0	0	0	02:08	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:03:00	18,0	52,4	60,3	23,6	0	0	0	0	02:09	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:04:00	18,0	52,4	60,3	23,5	0	0	0	0	02:10	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:05:00	18,0	52,4	60,3	23,6	0	0	0	0	02:11	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:06:00	18,0	52,4	60,3	23,6	0	0	0	0	02:12	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:07:00	18,0	52,4	60,3	23,6	0	0	0	0	02:13	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:08:00	18,0	52,4	60,3	23,6	0	0	0	0	02:14	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:09:00	18,0	52,4	60,3	23,6	0	0	0	0	02:15	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:10:00	18,0	52,4	60,3	23,6	0	0	0	0	02:16	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:11:00	18,0	52,4	60,3	23,6	0	0	0	0	02:17	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:12:00	18,0	52,4	60,3	23,6	0	0	0	0	02:18	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:13:00	18,0	52,3	60,2	23,6	0	0	0	0	02:19	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:14:00	18,0	52,3	60,3	23,6	0	0	0	0	02:20	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:15:00	18,0	52,3	60,2	23,6	0	0	0	0	02:21	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:16:00	18,0	52,3	60,3	23,6	0	0	0	0	02:22	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:17:00	17,9	52,3	60,2	23,6	0	0	0	0	02:23	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:18:00	17,9	52,3	60,2	23,6	0	0	0	0	02:24	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:19:00	17,9	52,3	60,2	23,6	0	0	0	0	02:25	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:20:00	17,9	52,3	60,2	23,6	0	0	0	0	02:26	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:21:00	17,9	52,3	60,2	23,6	0	0	0	0	02:27	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:22:00	17,9	52,3	60,2	23,6	0	0	0	0	02:28	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:23:00	17,9	52,3	60,2	23,6	0	0	0	0	02:29	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:24:00	17,9	52,3	60,2	23,6	0	0	0	0	02:30	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:25:00	17,9	52,3	60,2	23,6	0	0	0	0	02:31	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:26:00	18,0	52,3	60,2	23,6	0	0	0	0	02:32	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:27:00	18,0	52,3	60,2	23,6	0	0	0	0	02:33	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:28:00	18,0	52,3	60,2	23,6	0	0	0	0	02:34	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:29:00	17,9	52,3	60,2	23,6	0	0	0	0	02:35	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:30:00	18,0	52,3	60,2	23,6	0	0	0	0	02:36	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:31:00	17,9	52,3	60,2	23,6	0	0	0	0	02:37	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:32:00	17,9	52,3	60,1	23,6	0	0	0	0	02:38	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:33:00	18,0	52,3	60,2	23,6	0	0	0	0	02:39	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:34:00	17,9	52,3	60,1	23,6	0	0	0	0	02:40	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:35:00	18,0	52,2	60,1	23,6	0	0	0	0	02:41	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:36:00	18,0	52,3	60,1	23,6	0	0	0	0	02:42	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:37:00	18,0	52,3	60,1	23,6	0	0	0	0	02:43	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:38:00	17,9	52,3	60,1	23,6	0	0	0	0	02:44	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:39:00	17,9	52,3	60,1	23,6	0	0	0	0	02:45	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:40:00	18,0	52,2	60,1	23,6	0	0	0	0	02:46	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:41:00	18,0	52,3	60,0	23,6	0	0	0	0	02:47	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:42:00	18,0	52,2	60,1	23,5	0	0	0	0	02:48	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:43:00	18,0	52,3	60,0	23,6	0	0	0	0	02:49	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:44:00	18,0	52,2	60,1	23,6	0	0	0	0	02:50	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:45:00	18,0	52,2	60,1	23,6	0	0	0	0	02:51	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:46:00	18,0	52,2	60,0	23,6	0	0	0	0	02:52	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:47:00	18,0	52,2	60,0	23,5	0	0	0	0	02:53	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:48:00	18,1	52,2	60,0	23,6	0	0	0	0	02:54	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:49:00	18,1	52,2	60,1	23,6	0	0	0	0	02:55	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:50:00	18,1	52,2	60,0	23,6	0	0	0	0	02:56	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:51:00	18,1	52,2	60,0	23,6	0	0	0	0	02:57	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:52:00	18,1	52,2	60,0	23,5	0	0	0	0	02:58	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:53:00	18,1	52,2	60,0	23,6	0	0	0	0	02:59	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:54:00	18,2	52,2	60,0	23,6	0	0	0	0	03:00	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:55:00	18,2	52,2	60,0	23,6	0	0	0	0	03:01	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:56:00	18,2	52,2	60,0	23,6	0	0	0	0	03:02	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:57:00	18,3	52,2	60,0	23,5	0	0	0	0	03:03	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:58:00	18,3	52,1	60,0	23,6	0	0	0	0	03:04	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 2:59:00	18,3	52,2	60,0	23,6	0	0	0	0	03:05	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:00:00	18,3	52,2	60,0	23,6	0	0	0	0	03:06	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:01:00	18,3	52,2	60,0	23,6	0	0	0	0	03:07	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:02:00	18,3	52,1	60,0	23,6	0	0	0	0	03:08	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:03:00	18,3	52,1	60,0	23,6	0	0	0	0	03:09	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:04:00	18,3	52,1	60,0	23,6	0	0	0	0	03:10	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:05:00	18,3	52,1	60,0	23,5	0	0	0	0	03:11	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:06:00	18,3	52,1	60,0	23,6	0	0	0	0	03:12	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:07:00	18,3	52,1	60,0	23,5	0	0	0	0	03:13	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:08:00	18,3	52,1	60,0	23,5	0	0	0	0	03:14	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:09:00	18,3	52,1	60,0	23,5	0	0	0	0	03:15	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:10:00	18,3	52,1	59,9	23,6	0	0	0	0	03:16	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:11:00	18,3	52,1	59,9	23,6	0	0	0	0	03:17	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:12:00	18,3	52,1	59,9	23,5	0	0	0	0	03:18	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:13:00	18,3	52,1	59,9	23,6	0	0	0	0	03:19	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:14:00	18,2	52,1	59,9	23,6	0	0	0	0	03:20	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:15:00	18,2	52,1	59,9	23,6	0	0	0	0	03:21	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:16:00	18,2	52,1	59,9	23,6	0	0	0	0	03:22	8	0	0	0	0	0	0	5329	925	5251824	1,00	
20.5.2022 3:17:00	18,2	52,1	59,9	23,5	0	0	0	0	03:23	8	0	0	0	0	0	0	5329	925	5251824	1,00	
