	VBus #0: DeltaSol BS Plus (0x4221)																				
Date	Temperatur Sensor 1 [ °C]	Temperatur Sensor 2 [ °C]	Temperatur Sensor 3 [ °C]	Temperatur Sensor 4 [ °C]	Drehzahl Pumpe 1 [ %]	Drehzahl Pumpe 2 [ %]	Relaismaske	Fehlermaske	Systemzeit	Schema	Option Kollektor Max.	Option Kollektor Min.	Option Kollektor Frost	Option Röhrenkollektor	Option Rückkühlung	Option WMZ	Betriebsstunden Relais 1	Betriebsstunden Relais 2	Wärmemenge [ Wh]	Version	
19.5.2022 10:04:00	58,3	46,8	53,8	22,6	40	0	1	0	10:10	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:05:00	58,3	46,8	53,9	22,6	40	0	1	0	10:11	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:06:00	58,3	46,9	53,9	22,6	40	0	1	0	10:12	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:07:00	58,4	46,9	53,9	22,6	40	0	1	0	10:13	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:08:00	58,4	47,0	53,8	22,6	40	0	1	0	10:14	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:09:00	58,5	47,0	53,8	22,6	40	0	1	0	10:15	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:10:00	58,7	47,0	53,9	22,6	40	0	1	0	10:16	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:11:00	58,9	47,1	53,8	22,6	40	0	1	0	10:17	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:12:00	59,0	47,1	53,8	22,6	40	0	1	0	10:18	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:13:00	58,9	47,1	53,8	22,6	50	0	1	0	10:19	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:14:00	58,4	47,2	53,8	22,6	50	0	1	0	10:20	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:15:00	58,1	47,2	53,8	22,6	40	0	1	0	10:21	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:16:00	58,3	47,2	53,8	22,6	40	0	1	0	10:22	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:17:00	58,9	47,3	53,8	22,6	40	0	1	0	10:23	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:18:00	59,3	47,3	53,8	22,6	50	0	1	0	10:24	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:19:00	59,2	47,3	53,8	22,6	50	0	1	0	10:25	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:20:00	58,7	47,3	53,8	22,6	50	0	1	0	10:26	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:21:00	58,5	47,3	53,8	22,6	50	0	1	0	10:27	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:22:00	58,6	47,4	53,7	22,6	50	0	1	0	10:28	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:23:00	58,9	47,4	53,7	22,6	50	0	1	0	10:29	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:24:00	59,2	47,5	53,8	22,6	50	0	1	0	10:30	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:25:00	59,2	47,5	53,7	22,6	50	0	1	0	10:31	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:26:00	59,2	47,6	53,7	22,6	50	0	1	0	10:32	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:27:00	59,3	47,5	53,7	22,6	50	0	1	0	10:33	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:28:00	59,5	47,7	53,7	22,6	50	0	1	0	10:34	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:29:00	59,6	47,7	53,7	22,6	50	0	1	0	10:35	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:30:00	59,6	47,8	53,7	22,6	50	0	1	0	10:36	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:31:00	59,9	47,8	53,7	22,6	50	0	1	0	10:37	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:32:00	59,9	47,9	53,7	22,6	50	0	1	0	10:38	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:33:00	59,9	47,9	53,7	22,6	50	0	1	0	10:39	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:34:00	60,0	47,9	53,7	22,6	50	0	1	0	10:40	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:35:00	60,0	48,0	53,7	22,6	50	0	1	0	10:41	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:36:00	60,2	48,1	53,7	22,6	50	0	1	0	10:42	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:37:00	60,3	48,1	53,7	22,6	50	0	1	0	10:43	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:38:00	60,4	48,1	53,7	22,6	50	0	1	0	10:44	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:39:00	60,5	48,1	53,7	22,6	50	0	1	0	10:45	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:40:00	60,6	48,3	53,7	22,6	50	0	1	0	10:46	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:41:00	60,7	48,3	53,7	22,6	50	0	1	0	10:47	8	0	0	0	0	0	0	5321	925	5251824	1,00	
19.5.2022 10:42:00	60,8	48,3	53,7	22,6	50	0	1	0	10:48	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:43:00	60,8	48,3	53,7	22,6	50	0	1	0	10:49	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:44:00	61,0	48,4	53,7	22,6	50	0	1	0	10:50	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:45:00	61,0	48,4	53,7	22,6	50	0	1	0	10:51	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:46:00	61,2	48,5	53,7	22,6	50	0	1	0	10:52	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:47:00	61,3	48,6	53,7	22,6	50	0	1	0	10:53	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:48:00	61,3	48,6	53,7	22,6	50	0	1	0	10:54	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:49:00	61,3	48,6	53,7	22,6	50	0	1	0	10:55	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:50:00	61,5	48,7	53,7	22,6	50	0	1	0	10:56	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:51:00	61,5	48,7	53,7	22,6	50	0	1	0	10:57	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:52:00	61,6	48,8	53,7	22,6	50	0	1	0	10:58	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:53:00	61,7	48,9	53,7	22,6	50	0	1	0	10:59	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:54:00	61,6	48,9	53,6	22,6	50	0	1	0	11:00	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:55:00	61,8	49,0	53,7	22,5	50	0	1	0	11:01	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:56:00	61,9	49,0	53,7	22,6	50	0	1	0	11:02	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:57:00	62,1	49,1	53,6	22,6	50	0	1	0	11:03	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:58:00	62,2	49,2	53,7	22,6	50	0	1	0	11:04	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 10:59:00	62,3	49,2	53,6	22,6	50	0	1	0	11:05	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:00:00	62,3	49,2	53,6	22,6	50	0	1	0	11:06	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:01:00	62,5	49,2	53,6	22,6	50	0	1	0	11:07	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:02:00	62,5	49,3	53,6	22,6	50	0	1	0	11:08	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:03:00	62,7	49,3	53,6	22,6	50	0	1	0	11:09	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:04:00	62,7	49,4	53,6	22,6	50	0	1	0	11:10	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:05:00	62,7	49,5	53,6	22,6	50	0	1	0	11:11	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:06:00	62,7	49,5	53,6	22,6	50	0	1	0	11:12	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:07:00	62,7	49,6	53,6	22,6	50	0	1	0	11:13	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:08:00	62,7	49,6	53,6	22,6	50	0	1	0	11:14	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:09:00	62,9	49,7	53,6	22,6	50	0	1	0	11:15	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:10:00	63,0	49,7	53,6	22,6	50	0	1	0	11:16	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:11:00	63,1	49,8	53,6	22,6	50	0	1	0	11:17	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:12:00	63,3	49,9	53,6	22,6	50	0	1	0	11:18	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:13:00	63,5	49,9	53,6	22,6	50	0	1	0	11:19	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:14:00	63,7	50,0	53,6	22,6	50	0	1	0	11:20	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:15:00	63,8	50,0	53,6	22,6	50	0	1	0	11:21	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:16:00	63,9	50,1	53,6	22,6	50	0	1	0	11:22	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:17:00	64,1	50,1	53,6	22,6	60	0	1	0	11:23	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:18:00	63,8	50,1	53,6	22,6	60	0	1	0	11:24	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:19:00	63,7	50,3	53,6	22,6	60	0	1	0	11:25	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:20:00	63,8	50,3	53,6	22,6	60	0	1	0	11:26	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:21:00	64,0	50,3	53,6	22,6	60	0	1	0	11:27	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:22:00	64,2	50,4	53,6	22,6	60	0	1	0	11:28	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:23:00	64,1	50,4	53,6	22,6	60	0	1	0	11:29	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:24:00	64,2	50,5	53,6	22,6	60	0	1	0	11:30	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:25:00	64,3	50,6	53,6	22,6	60	0	1	0	11:31	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:26:00	64,4	50,6	53,6	22,6	60	0	1	0	11:32	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:27:00	64,4	50,7	53,6	22,6	60	0	1	0	11:33	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:28:00	64,4	50,8	53,6	22,6	60	0	1	0	11:34	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:29:00	64,5	50,8	53,6	22,6	60	0	1	0	11:35	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:30:00	64,6	50,9	53,6	22,6	60	0	1	0	11:36	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:31:00	64,6	50,9	53,6	22,6	60	0	1	0	11:37	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:32:00	64,7	51,0	53,4	22,7	60	0	1	0	11:38	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:33:00	64,7	51,1	53,6	22,6	60	0	1	0	11:39	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:34:00	64,8	51,1	53,6	22,6	60	0	1	0	11:40	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:35:00	64,9	51,1	53,6	22,6	60	0	1	0	11:41	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:36:00	65,1	51,2	53,6	22,6	60	0	1	0	11:42	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:37:00	65,1	51,2	53,3	22,6	60	0	1	0	11:43	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:38:00	65,2	51,2	53,6	22,6	60	0	1	0	11:44	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:39:00	65,3	51,3	53,6	22,7	60	0	1	0	11:45	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:40:00	65,4	51,3	53,4	22,6	60	0	1	0	11:46	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:41:00	65,5	51,5	53,6	22,6	60	0	1	0	11:47	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:42:00	65,6	51,5	53,3	22,6	60	0	1	0	11:48	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:43:00	65,7	51,5	53,3	22,7	60	0	1	0	11:49	8	0	0	0	0	0	0	5322	925	5251824	1,00	
19.5.2022 11:44:00	65,9	51,5	53,7	22,6	60	0	1	0	11:50	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:45:00	66,0	51,7	53,4	22,6	60	0	1	0	11:51	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:46:00	66,0	51,6	53,6	22,6	60	0	1	0	11:52	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:47:00	66,1	51,8	53,4	22,6	60	0	1	0	11:53	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:48:00	66,2	51,8	53,4	22,6	60	0	1	0	11:54	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:49:00	66,2	52,0	53,4	22,6	60	0	1	0	11:55	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:50:00	66,2	51,9	53,3	22,6	60	0	1	0	11:56	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:51:00	66,3	51,9	53,3	22,6	60	0	1	0	11:57	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:52:00	66,3	52,0	53,3	22,6	60	0	1	0	11:58	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:53:00	66,3	52,1	53,3	22,6	60	0	1	0	11:59	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:54:00	66,5	52,1	53,3	22,6	60	0	1	0	12:00	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:55:00	66,6	52,1	53,3	22,6	60	0	1	0	12:01	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:56:00	66,6	52,2	53,3	22,6	60	0	1	0	12:02	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:57:00	66,7	52,3	53,3	22,6	60	0	1	0	12:03	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:58:00	66,8	52,3	53,3	22,6	60	0	1	0	12:04	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 11:59:00	66,9	52,4	53,3	22,7	60	0	1	0	12:05	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:00:00	67,0	52,4	53,3	22,6	60	0	1	0	12:06	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:01:00	67,0	52,4	53,3	22,6	60	0	1	0	12:07	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:02:00	67,1	52,5	53,4	22,7	60	0	1	0	12:08	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:03:00	67,2	52,5	53,6	22,6	60	0	1	0	12:09	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:04:00	67,3	52,5	53,6	22,7	60	0	1	0	12:10	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:05:00	67,4	52,6	53,6	22,7	60	0	1	0	12:11	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:06:00	67,5	52,6	53,6	22,7	60	0	1	0	12:12	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:07:00	67,6	52,7	53,6	22,7	60	0	1	0	12:13	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:08:00	67,6	52,8	53,6	22,7	60	0	1	0	12:14	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:09:00	67,7	52,8	53,6	22,7	60	0	1	0	12:15	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:10:00	67,8	52,8	53,6	22,7	60	0	1	0	12:16	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:11:00	67,8	52,9	53,6	22,6	60	0	1	0	12:17	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:12:00	67,9	52,9	53,6	22,7	60	0	1	0	12:18	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:13:00	68,0	53,0	53,6	22,7	60	0	1	0	12:19	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:14:00	68,1	53,0	53,7	22,7	60	0	1	0	12:20	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:15:00	68,1	53,0	53,7	22,7	60	0	1	0	12:21	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:16:00	68,2	53,1	53,7	22,7	60	0	1	0	12:22	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:17:00	68,4	53,2	53,7	22,7	60	0	1	0	12:23	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:18:00	68,4	53,2	53,7	22,7	60	0	1	0	12:24	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:19:00	68,4	53,2	53,8	22,7	60	0	1	0	12:25	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:20:00	68,4	53,3	53,8	22,7	60	0	1	0	12:26	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:21:00	68,5	53,3	53,9	22,7	60	0	1	0	12:27	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:22:00	68,5	53,3	53,9	22,7	60	0	1	0	12:28	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:23:00	68,7	53,3	54,0	22,7	60	0	1	0	12:29	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:24:00	68,7	53,3	54,1	22,7	60	0	1	0	12:30	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:25:00	68,9	53,4	54,1	22,7	60	0	1	0	12:31	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:26:00	69,0	53,4	54,1	22,7	60	0	1	0	12:32	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:27:00	68,9	53,6	54,1	22,7	60	0	1	0	12:33	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:28:00	69,1	53,6	54,1	22,7	60	0	1	0	12:34	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:29:00	69,1	53,6	54,1	22,7	60	0	1	0	12:35	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:30:00	69,1	53,6	54,2	22,7	60	0	1	0	12:36	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:31:00	69,2	53,7	54,2	22,7	60	0	1	0	12:37	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:32:00	69,3	53,7	54,3	22,7	60	0	1	0	12:38	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:33:00	69,5	53,7	54,3	22,7	60	0	1	0	12:39	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:34:00	69,4	53,8	54,3	22,7	60	0	1	0	12:40	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:35:00	69,5	53,8	54,4	22,7	60	0	1	0	12:41	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:36:00	69,5	53,8	54,4	22,7	60	0	1	0	12:42	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:37:00	69,6	53,9	54,4	22,7	60	0	1	0	12:43	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:38:00	69,7	53,9	54,5	22,7	60	0	1	0	12:44	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:39:00	69,8	54,0	54,5	22,7	60	0	1	0	12:45	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:40:00	69,9	54,0	54,5	22,7	60	0	1	0	12:46	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:41:00	69,9	54,0	54,5	22,7	60	0	1	0	12:47	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:42:00	69,9	54,1	54,6	22,7	60	0	1	0	12:48	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:43:00	70,0	54,1	54,6	22,7	70	0	1	0	12:49	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:44:00	69,9	54,1	54,6	22,7	70	0	1	0	12:50	8	0	0	0	0	0	0	5323	925	5251824	1,00	
19.5.2022 12:45:00	69,9	54,1	54,7	22,7	70	0	1	0	12:51	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 12:46:00	70,0	54,1	54,7	22,7	70	0	1	0	12:52	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 12:47:00	70,1	54,3	54,8	22,7	70	0	1	0	12:53	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 12:48:00	70,1	54,3	54,8	22,8	70	0	1	0	12:54	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 12:49:00	70,2	54,3	54,8	22,7	70	0	1	0	12:55	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 12:50:00	70,2	54,4	54,8	22,7	70	0	1	0	12:56	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 12:51:00	70,3	54,4	54,8	22,7	70	0	1	0	12:57	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 12:52:00	70,3	54,4	54,8	22,7	70	0	1	0	12:58	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 12:53:00	70,4	54,5	54,8	22,7	70	0	1	0	12:59	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 12:54:00	70,4	54,5	54,8	22,8	70	0	1	0	13:00	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 12:55:00	70,4	54,5	54,9	22,7	70	0	1	0	13:01	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 12:56:00	70,4	54,5	55,0	22,7	70	0	1	0	13:02	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 12:57:00	70,5	54,5	55,0	22,7	70	0	1	0	13:03	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 12:58:00	70,5	54,5	55,1	22,7	70	0	1	0	13:04	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 12:59:00	70,7	54,6	55,1	22,7	70	0	1	0	13:05	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:00:00	70,7	54,7	55,2	22,7	70	0	1	0	13:06	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:01:00	70,8	54,7	55,2	22,7	70	0	1	0	13:07	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:02:00	70,8	54,7	55,2	22,8	70	0	1	0	13:08	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:03:00	70,7	54,8	55,2	22,7	70	0	1	0	13:09	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:04:00	70,7	54,8	55,3	22,7	70	0	1	0	13:10	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:05:00	70,8	54,8	55,3	22,7	70	0	1	0	13:11	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:06:00	70,9	54,8	55,4	22,8	70	0	1	0	13:12	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:07:00	70,9	54,9	55,4	22,8	70	0	1	0	13:13	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:08:00	71,0	55,0	55,5	22,8	70	0	1	0	13:14	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:09:00	71,0	55,0	55,5	22,8	70	0	1	0	13:15	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:10:00	71,2	55,0	55,6	22,7	70	0	1	0	13:16	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:11:00	71,3	55,1	55,6	22,8	70	0	1	0	13:17	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:12:00	71,4	55,1	55,6	22,8	70	0	1	0	13:18	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:13:00	71,4	55,1	55,6	22,8	70	0	1	0	13:19	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:14:00	71,4	55,2	55,7	22,9	70	0	1	0	13:20	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:15:00	71,4	55,2	55,8	22,8	70	0	1	0	13:21	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:16:00	71,6	55,2	55,8	22,9	70	0	1	0	13:22	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:17:00	71,6	55,2	55,8	22,8	70	0	1	0	13:23	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:18:00	71,5	55,3	55,8	22,8	70	0	1	0	13:24	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:19:00	71,6	55,3	55,8	22,8	70	0	1	0	13:25	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:20:00	71,6	55,4	55,8	22,9	70	0	1	0	13:26	8	0	0	0	0	0	0	5324	925	5251824	1,00	
19.5.2022 13:21:00	71,7	55,4	55,9	22,8	70	0	1	0	13:27	8	0	0	0	0	0	0	5324	925	5251824	1,00	
